name,url,description,attribution,country,state,filetype,year,source
National Wilderness Areas,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Wilderness.zip,A boundary depicting an area that has been designated as a National Wilderness in the National Wilderness Preservation System.,USDA Forest Service,US,USDA,shp,2020,https://data.fs.usda.gov/geodata/edw/datasets.php
